Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Team
2024-03-14,13:30,Liga 1,Torneo Apertura,Thu,Away,D,1,1,Alianza Atlético,,,David Vélez Cedeño,4-2-3-1,4-2-3-1,,Match Report,,Universidad Cesar Vallejo
2024-03-30,20:00,Liga 1,Torneo Apertura,Sat,Home,D,0,0,Universitario,,,Paolo Guerrero,4-2-3-1,3-5-2,,Match Report,,Universidad Cesar Vallejo
2024-04-02,21:00,Sudamericana,Group stage,Tue,Home,L,0,1,arDefensa y Just,50,"6,119",Paolo Guerrero,4-2-3-1,4-3-3,,Match Report,,Universidad Cesar Vallejo
2024-04-06,15:30,Liga 1,Torneo Apertura,Sat,Away,D,2,2,Unión Comercio,,,Paolo Guerrero,4-2-3-1,4-2-3-1,,Match Report,,Universidad Cesar Vallejo
2024-04-10,21:00,Sudamericana,Group stage,Wed,Away,L,2,4,coIndependiente,42,"11,278",Paolo Guerrero,4-2-3-1,4-2-3-1,,Match Report,,Universidad Cesar Vallejo
2024-04-14,13:00,Liga 1,Torneo Apertura,Sun,Home,W,3,1,Comerciantes Unidos,,,Paolo Guerrero,4-2-3-1,4-2-3-1,,Match Report,,Universidad Cesar Vallejo
2024-04-20,15:30,Liga 1,Torneo Apertura,Sat,Away,L,0,1,ADT Tarma,,,David Vélez Cedeño,3-5-2,4-2-3-1,,Match Report,,Universidad Cesar Vallejo
2024-04-25,20:00,Sudamericana,Group stage,Thu,Away,L,0,2,boAlways Ready,35,"2,844",Yorleys Mena,3-5-2,5-3-2,,Match Report,,Universidad Cesar Vallejo
2024-04-29,20:00,Liga 1,Torneo Apertura,Mon,Home,W,2,1,Sporting Cristal,,,Paolo Guerrero,4-3-3,4-2-3-1,,Match Report,,Universidad Cesar Vallejo
2024-05-03,18:00,Liga 1,Torneo Apertura,Fri,Away,D,1,1,Cienciano,,,David Vélez Cedeño,5-4-1,4-2-3-1,,Match Report,,Universidad Cesar Vallejo
2024-05-07,19:00,Sudamericana,Group stage,Tue,Home,L,1,5,coIndependiente,42,"3,599",David Vélez Cedeño,4-3-3,4-2-3-1,,Match Report,,Universidad Cesar Vallejo
2024-05-11,21:00,Liga 1,Torneo Apertura,Sat,Home,D,1,1,CDC Santa Rosa,,,David Vélez Cedeño,4-3-3,3-4-3,,Match Report,,Universidad Cesar Vallejo
2024-05-15,21:00,Sudamericana,Group stage,Wed,Home,D,2,2,boAlways Ready,53,"2,694",Yorleys Mena,4-2-3-1,5-3-2,,Match Report,,Universidad Cesar Vallejo
2024-05-19,18:00,Liga 1,Torneo Apertura,Sun,Away,D,0,0,Mannucci,,,David Vélez Cedeño,4-3-3,4-3-3,,Match Report,,Universidad Cesar Vallejo
2024-05-24,20:30,Liga 1,Torneo Apertura,Fri,Home,W,2,1,Atlético Grau,,,David Vélez Cedeño,4-3-3,4-2-3-1,,Match Report,,Universidad Cesar Vallejo
2024-05-29,21:00,Sudamericana,Group stage,Wed,Away,W,1,0,arDefensa y Just,47,"2,463",David Vélez Cedeño,4-3-3,3-4-3,,Match Report,,Universidad Cesar Vallejo
2024-07-13,15:30,Liga 1,Torneo Clausura,Sat,Home,L,2,3,Alianza Lima,,,David Vélez Cedeño,4-2-3-1,3-1-4-2,,Match Report,,Universidad Cesar Vallejo
2024-07-20,15:15,Liga 1,Torneo Clausura,Sat,Away,L,2,5,Melgar,,,David Vélez Cedeño,5-4-1,4-2-3-1,,Match Report,,Universidad Cesar Vallejo
2024-07-25,19:00,Liga 1,Torneo Clausura,Thu,Home,W,2,0,UTC,,,David Vélez Cedeño,4-2-3-1,4-2-3-1,,Match Report,,Universidad Cesar Vallejo
2024-07-30,15:00,Liga 1,Torneo Clausura,Tue,Away,L,0,1,Sport Huancayo,,,David Vélez Cedeño,4-2-3-1,4-2-3-1,,Match Report,,Universidad Cesar Vallejo
2024-08-03,20:30,Liga 1,Torneo Clausura,Sat,Home,L,0,2,Deportivo Garcilaso,,,David Vélez Cedeño,4-2-3-1,4-3-3,,Match Report,,Universidad Cesar Vallejo
2024-08-11,18:00,Liga 1,Torneo Clausura,Sun,Away,L,1,2,Cusco,,,David Vélez Cedeño,5-4-1,4-2-3-1,,Match Report,,Universidad Cesar Vallejo
2024-08-16,15:15,Liga 1,Torneo Clausura,Fri,Home,D,2,2,Sport Boys,,,David Vélez Cedeño,4-2-3-1,4-3-3,,Match Report,,Universidad Cesar Vallejo
2024-08-19,15:30,Liga 1,Torneo Clausura,Mon,Home,D,0,0,Alianza Atlético,,,David Vélez Cedeño,4-2-3-1,4-2-3-1,,Match Report,,Universidad Cesar Vallejo
2024-08-24,20:30,Liga 1,Torneo Clausura,Sat,Away,L,0,1,Universitario,,,Yorleys Mena,5-4-1,5-3-2,,Match Report,,Universidad Cesar Vallejo
2024-09-13,18:00,Liga 1,Torneo Clausura,Fri,Home,W,1,0,Unión Comercio,,,David Vélez Cedeño,4-2-3-1,4-2-3-1,Diego Haro,Match Report,,Universidad Cesar Vallejo
2024-09-18,15:30,Liga 1,Torneo Clausura,Wed,Away,L,0,2,Comerciantes Unidos,,,David Vélez Cedeño,4-3-3,4-2-3-1,Fernando Legario,Match Report,,Universidad Cesar Vallejo
2024-09-22,20:00,Liga 1,Torneo Clausura,Sun,Home,D,0,0,ADT Tarma,,,David Vélez Cedeño,4-2-3-1,3-5-2,Roberto Pérez,Match Report,,Universidad Cesar Vallejo
2024-09-29,11:00,Liga 1,Torneo Clausura,Sun,Away,L,1,4,Sporting Cristal,,,David Vélez Cedeño,4-2-3-1,4-1-4-1,Jordy Espinoza,Match Report,,Universidad Cesar Vallejo
2024-10-18,17:30,Liga 1,Torneo Clausura,Fri,Home,D,2,2,Cienciano,,,David Vélez Cedeño,4-2-3-1,4-2-3-1,Diego Haro,Match Report,,Universidad Cesar Vallejo
2024-10-22,15:15,Liga 1,Torneo Clausura,Tue,Away,L,1,2,CDC Santa Rosa,,,David Vélez Cedeño,4-2-3-1,4-2-3-1,Jesús Cartagena,Match Report,,Universidad Cesar Vallejo
2024-10-26,20:30,Liga 1,Torneo Clausura,Sat,Home,L,0,2,Mannucci,,,David Vélez Cedeño,4-2-3-1,4-3-3,Michael Espinoza,Match Report,,Universidad Cesar Vallejo
2024-11-02,15:15,Liga 1,Torneo Clausura,Sat,Away,L,1,3,Atlético Grau,,,David Vélez Cedeño,3-4-3,4-2-3-1,Joel Alarcón,Match Report,,Universidad Cesar Vallejo
2024-01-29,15:00,Liga 1,Torneo Apertura,Mon,Away,L,1,2,CDC Santa Rosa,,,Luis Trujillo,5-4-1,4-2-3-1,,Match Report,,Union Comercio
2024-02-03,15:30,Liga 1,Torneo Apertura,Sat,Home,D,2,2,Mannucci,,,Luis Trujillo,3-5-2,4-2-3-1,,Match Report,,Union Comercio
2024-02-12,14:30,Liga 1,Torneo Apertura,Mon,Away,L,0,1,Atlético Grau,,,Luis Trujillo,5-4-1,4-2-3-1,,Match Report,,Union Comercio
2024-02-18,14:00,Liga 1,Torneo Apertura,Sun,Home,L,1,3,Alianza Lima,,,Luis Trujillo,4-2-3-1,4-3-3,,Match Report,,Union Comercio
2024-02-24,17:30,Liga 1,Torneo Apertura,Sat,Away,L,1,2,Melgar,,,Teodoro Paredes,4-2-3-1,4-2-3-1,,Match Report,,Union Comercio
2024-03-04,14:00,Liga 1,Torneo Apertura,Mon,Home,W,2,0,UTC,,,Teodoro Paredes,4-2-3-1,5-4-1,,Match Report,,Union Comercio
2024-03-10,15:00,Liga 1,Torneo Apertura,Sun,Away,D,2,2,Sport Huancayo,,,Teodoro Paredes,4-4-1-1,4-1-4-1,,Match Report,,Union Comercio
2024-03-15,13:15,Liga 1,Torneo Apertura,Fri,Home,L,0,4,Deportivo Garcilaso,,,Teodoro Paredes,4-2-3-1,4-1-4-1,,Match Report,,Union Comercio
2024-03-29,19:00,Liga 1,Torneo Apertura,Fri,Away,L,0,1,Cusco,,,Teodoro Paredes,4-2-3-1,4-2-3-1,,Match Report,,Union Comercio
2024-04-06,15:30,Liga 1,Torneo Apertura,Sat,Home,D,2,2,U César Vallejo,,,Teodoro Paredes,4-2-3-1,4-2-3-1,,Match Report,,Union Comercio
2024-04-13,14:30,Liga 1,Torneo Apertura,Sat,Away,L,0,2,Alianza Atlético,,,Teodoro Paredes,4-1-4-1,4-2-3-1,,Match Report,,Union Comercio
2024-04-19,15:00,Liga 1,Torneo Apertura,Fri,Home,L,1,2,Universitario,,,Teodoro Paredes,4-2-3-1,3-5-2,,Match Report,,Union Comercio
2024-04-27,13:00,Liga 1,Torneo Apertura,Sat,Away,D,0,0,Sport Boys,,,Teodoro Paredes,4-2-3-1,4-2-3-1,,Match Report,,Union Comercio
2024-05-04,15:30,Liga 1,Torneo Apertura,Sat,Away,L,1,3,Comerciantes Unidos,,,Teodoro Paredes,4-1-4-1,4-2-3-1,,Match Report,,Union Comercio
2024-05-10,14:30,Liga 1,Torneo Apertura,Fri,Home,D,2,2,ADT Tarma,,,Teodoro Paredes,4-2-3-1,3-4-3,,Match Report,,Union Comercio
2024-05-18,15:00,Liga 1,Torneo Apertura,Sat,Away,L,1,5,Sporting Cristal,,,Teodoro Paredes,4-2-3-1,4-4-2,,Match Report,,Union Comercio
2024-05-27,14:30,Liga 1,Torneo Apertura,Mon,Home,D,1,1,Cienciano,,,Teodoro Paredes,4-1-4-1,4-2-3-1,,Match Report,,Union Comercio
2024-07-12,13:00,Liga 1,Torneo Clausura,Fri,Home,L,1,2,CDC Santa Rosa,,,Marlon de Jesús,4-1-4-1,4-2-3-1,,Match Report,,Union Comercio
2024-07-21,15:00,Liga 1,Torneo Clausura,Sun,Away,D,0,0,Mannucci,,,Marlon de Jesús,4-4-2,4-3-3,Roberto Pérez,Match Report,,Union Comercio
2024-07-30,19:30,Liga 1,Torneo Clausura,Tue,Away,L,0,1,Alianza Lima,,,Marlon de Jesús,4-2-3-1,4-3-3,,Match Report,,Union Comercio
2024-08-04,13:10,Liga 1,Torneo Clausura,Sun,Home,W,2,1,Melgar,,,Marlon de Jesús,4-2-3-1,4-2-3-1,,Match Report,,Union Comercio
2024-08-09,15:00,Liga 1,Torneo Clausura,Fri,Away,L,1,3,UTC,,,Marlon de Jesús,4-2-3-1,4-4-2,,Match Report,,Union Comercio
2024-08-17,13:00,Liga 1,Torneo Clausura,Sat,Home,L,0,1,Sport Huancayo,,,Marlon de Jesús,4-2-3-1,4-2-3-1,,Match Report,,Union Comercio
2024-08-21,15:15,Liga 1,Torneo Clausura,Wed,Away,L,1,3,Deportivo Garcilaso,,,Willy Díaz,4-2-3-1,4-4-2,,Match Report,,Union Comercio
2024-08-26,13:00,Liga 1,Torneo Clausura,Mon,Home,D,3,3,Cusco,,,Marlon de Jesús,4-2-3-1,4-3-3,,Match Report,,Union Comercio
2024-09-01,13:00,Liga 1,Torneo Clausura,Sun,Home,L,1,2,Atlético Grau,,,Marlon de Jesús,4-2-3-1,4-2-3-1,Joel Alarcón,Match Report,,Union Comercio
2024-09-13,18:00,Liga 1,Torneo Clausura,Fri,Away,L,0,1,U César Vallejo,,,Marlon de Jesús,4-2-3-1,4-2-3-1,Diego Haro,Match Report,,Union Comercio
2024-09-19,13:00,Liga 1,Torneo Clausura,Thu,Home,L,1,2,Alianza Atlético,,,Marlon de Jesús,4-2-3-1,4-2-3-1,Alejandro Villanueva,Match Report,,Union Comercio
2024-09-22,17:30,Liga 1,Torneo Clausura,Sun,Away,L,0,1,Universitario,,,Marlon de Jesús,4-1-4-1,3-5-2,Fernando Legario,Match Report,,Union Comercio
2024-09-27,13:00,Liga 1,Torneo Clausura,Fri,Home,L,0,2,Sport Boys,,,Marlon de Jesús,4-2-3-1,4-4-2,Victor Cori,Match Report,,Union Comercio
2024-10-17,13:00,Liga 1,Torneo Clausura,Thu,Home,W,3,2,Comerciantes Unidos,,,Héctor Zeta,4-4-1-1,4-2-3-1,Fernando Legario,Match Report,,Union Comercio
2024-10-23,15:15,Liga 1,Torneo Clausura,Wed,Away,L,0,2,ADT Tarma,,,Héctor Zeta,4-4-2,3-4-3,Diego Haro,Match Report,,Union Comercio
2024-10-27,13:00,Liga 1,Torneo Clausura,Sun,Home,L,0,12,Sporting Cristal,,,Héctor Zeta,4-4-2,4-2-3-1,Jesús Cartagena,Match Report,,Union Comercio
2024-10-31,17:30,Liga 1,Torneo Clausura,Thu,Away,L,0,7,Cienciano,,,Héctor Zeta,4-4-2,4-4-2,Jordy Espinoza,Match Report,,Union Comercio
2015-02-18,18:45,Libertadores,Second stage,Wed,Away,D,2,2,pyGuaraní,,"3,000",,,,Péricles Bassols Pegado Cortez,Match Report,,Sporting Cristal
2015-02-24,21:30,Libertadores,Second stage,Tue,Home,D,1,1,veDep Táchira,,"25,000",,,,Ímer Machado,Match Report,,Sporting Cristal
2015-03-10,21:15,Libertadores,Second stage,Tue,Away,W,2,1,arRacing Club,,"35,000",,,,Roddy Zambrano,Match Report,,Sporting Cristal
2015-03-17,19:45,Libertadores,Second stage,Tue,Home,L,0,2,arRacing Club,,,,,,Daniel Fedorczuk,Match Report,,Sporting Cristal
2015-04-08,18:15,Libertadores,Second stage,Wed,Away,D,0,0,veDep Táchira,,,,,,Raúl Orozco,Match Report,,Sporting Cristal
2015-04-14,19:15,Libertadores,Second stage,Tue,Home,D,1,1,pyGuaraní,,"15,000",,,,Julio Bascuñán,Match Report,,Sporting Cristal
2015-05-05,15:30,Descentralizado,Torneo Apertura,Tue,Home,D,1,1,Unión Comercio,,"1,015",Carlos Lobatón,,,Diego Haro,Match Report,,Sporting Cristal
2015-05-08,15:30,Descentralizado,Torneo Apertura,Fri,Away,D,1,1,Alianza Atlético,,"3,245",Carlos Lobatón,,,Luis Garay Evia,Match Report,,Sporting Cristal
2015-05-13,15:30,Descentralizado,Torneo Apertura,Wed,Home,W,3,2,UTC,,"1,075",Carlos Lobatón,,,Eduardo Chirinos,Match Report,,Sporting Cristal
2015-05-17,11:15,Descentralizado,Torneo Apertura,Sun,Away,W,2,1,Ayacucho,,"3,311",Carlos Lobatón,,,Miguel Santiváñez,Match Report,,Sporting Cristal
2015-05-20,15:30,Descentralizado,Torneo Apertura,Wed,Home,W,3,2,Cienciano,,"1,833",Carlos Lobatón,,,Víctor Carrillo,Match Report,,Sporting Cristal
2015-05-23,15:00,Descentralizado,Torneo Apertura,Sat,Away,D,0,0,Melgar,,"11,225",Carlos Lobatón,,,Miguel Santiváñez,Match Report,,Sporting Cristal
2015-07-05,16:00,Descentralizado,Torneo Apertura,Sun,Home,L,1,3,Alianza Lima,,"7,149",Jorge Cazulo,,,Diego Haro,Match Report,,Sporting Cristal
2015-07-11,15:00,Descentralizado,Torneo Apertura,Sat,Away,L,0,1,Dep Municipal,,"7,989",Carlos Lobatón,,,Iván Chang,Match Report,,Sporting Cristal
2015-07-14,15:30,Descentralizado,Torneo Apertura,Tue,Home,L,1,2,U César Vallejo,,"1,291",Carlos Lobatón,,,Ramón Blanco,Match Report,,Sporting Cristal
2015-07-17,15:30,Descentralizado,Torneo Apertura,Fri,Away,W,2,1,Juan Aurich,,"1,767",Renzo Sheput,,,Henry Gambetta,Match Report,,Sporting Cristal
2015-07-25,14:00,Descentralizado,Torneo Apertura,Sat,Home,W,2,0,USMP,,"2,163",Carlos Lobatón,,,Miguel Santiváñez,Match Report,,Sporting Cristal
2015-07-29,13:15,Descentralizado,Torneo Apertura,Wed,Away,W,2,1,León Huánuco,,"1,347",Carlos Lobatón,,,Manuel Garay,Match Report,,Sporting Cristal
2015-08-01,15:00,Descentralizado,Torneo Apertura,Sat,Home,W,1,0,Sport Huancayo,,"3,420",Carlos Lobatón,,,Joel Alarcón,Match Report,,Sporting Cristal
2015-08-09,09:15,Descentralizado,Torneo Apertura,Sun,Away,W,4,0,Real Garcilaso,,"4,090",Carlos Lobatón,,,Víctor Carrillo,Match Report,,Sporting Cristal
2015-08-15,15:00,Descentralizado,Torneo Apertura,Sat,Home,W,2,1,Sport Loreto,,"8,794",Carlos Lobatón,,,Diego Haro,Match Report,,Sporting Cristal
2015-08-23,15:30,Descentralizado,Torneo Apertura,Sun,Away,D,0,0,Universitario,,"38,510",Carlos Lobatón,,,Henry Gambetta,Match Report,,Sporting Cristal
2015-09-02,13:15,Descentralizado,Torneo Clausura,Wed,Away,W,4,1,Unión Comercio,,"1,313",Renzo Sheput,,,Luis Garay Evia,Match Report,,Sporting Cristal
2015-09-12,15:00,Descentralizado,Torneo Clausura,Sat,Home,W,4,1,Alianza Atlético,,"2,166",Jorge Cazulo,,,Roberto Mauro,Match Report,,Sporting Cristal
2015-09-16,13:30,Descentralizado,Torneo Clausura,Wed,Away,W,3,2,UTC,,"5,239",Carlos Lobatón,,,Manuel Garay,Match Report,,Sporting Cristal
2015-09-19,15:00,Descentralizado,Torneo Clausura,Sat,Home,W,4,0,Ayacucho,,"2,347",Carlos Lobatón,,,Renzo Castañeda,Match Report,,Sporting Cristal
2015-09-27,13:30,Descentralizado,Torneo Clausura,Sun,Away,D,2,2,Cienciano,,"7,807",Carlos Lobatón,,,Diego Haro,Match Report,,Sporting Cristal
2015-10-17,15:00,Descentralizado,Torneo Clausura,Sat,Home,D,2,2,Dep Municipal,,"2,856",Carlos Lobatón,,,Luis Seminario,Match Report,,Sporting Cristal
2015-10-20,20:00,Descentralizado,Torneo Clausura,Tue,Away,W,2,0,U César Vallejo,,"4,573",Renzo Sheput,,,Manuel Garay,Match Report,,Sporting Cristal
2015-10-25,16:00,Descentralizado,Torneo Clausura,Sun,Home,W,3,2,Juan Aurich,,"5,487",Renzo Sheput,,,Luis Garay Evia,Match Report,,Sporting Cristal
2015-10-28,21:00,Descentralizado,Torneo Clausura,Wed,Away,W,2,0,USMP,,"1,189",Carlos Lobatón,,,Víctor Carrillo,Match Report,,Sporting Cristal
2015-10-31,16:00,Descentralizado,Torneo Clausura,Sat,Home,D,1,1,León Huánuco,,"2,266",Renzo Sheput,,,Iván Chang,Match Report,,Sporting Cristal
2015-11-05,13:15,Descentralizado,Torneo Clausura,Thu,Away,L,3,5,Sport Huancayo,,"4,479",Renzo Sheput,,,Henry Gambetta,Match Report,,Sporting Cristal
2015-11-07,15:00,Descentralizado,Torneo Clausura,Sat,Home,D,0,0,Real Garcilaso,,"3,373",Carlos Lobatón,,,Luis Seminario,Match Report,,Sporting Cristal
2015-11-21,15:00,Descentralizado,Torneo Clausura,Sat,Away,D,2,2,Sport Loreto,,"13,680",Renzo Sheput,,,Ramón Blanco,Match Report,,Sporting Cristal
2015-11-24,17:30,Descentralizado,Torneo Clausura,Tue,Home,D,2,2,Melgar,,"3,775",Carlos Lobatón,,,Manuel Garay,Match Report,,Sporting Cristal
2015-11-26,22:00,Descentralizado,Torneo Clausura,Thu,Away,L,0,2,Alianza Lima,,"7,882",Renzo Sheput,,,Henry Gambetta,Match Report,,Sporting Cristal
2015-11-29,15:30,Descentralizado,Torneo Clausura,Sun,Home,L,1,2,Universitario,,"11,287",Renzo Sheput,,,Diego Haro,Match Report,,Sporting Cristal
2015-12-06,15:30,Descentralizado,Semi-finals,Sun,Home,W,3,1,U César Vallejo,,"7,018",Jorge Cazulo,,,Luis Seminario,Match Report,Leg 1 of 2,Sporting Cristal
2015-12-09,13:00,Descentralizado,Semi-finals,Wed,Away,L,3,4,U César Vallejo,,"9,284",Jorge Cazulo,,,Manuel Garay,Match Report,Leg 2 of 2; Sporting Cristal won,Sporting Cristal
2015-12-13,15:30,Descentralizado,Finals,Sun,Home,D,2,2,Melgar,,"21,955",Renzo Sheput,,,Diego Haro,Match Report,Leg 1 of 2,Sporting Cristal
2015-12-16,15:30,Descentralizado,Finals,Wed,Away,L,2,3,Melgar,,"35,565",Renzo Sheput,,,Luis Garay Evia,Match Report,Leg 2 of 2; Melgar won,Sporting Cristal
2015-05-02,19:00,Descentralizado,Torneo Apertura,Sat,Home,D,1,1,USMP,,"6,052",Ysrael Zúñiga,,,Ramón Blanco,Match Report,,Melgar
2015-05-06,13:15,Descentralizado,Torneo Apertura,Wed,Away,W,3,0,León Huánuco,,"1,443",Edgar Villamarín,,,Luis Garay Evia,Match Report,,Melgar
2015-05-10,13:30,Descentralizado,Torneo Apertura,Sun,Home,W,1,0,Sport Huancayo,,"3,142",Ysrael Zúñiga,,,Yovany Quevedo Guerra,Match Report,,Melgar
2015-05-13,13:15,Descentralizado,Torneo Apertura,Wed,Away,L,0,1,Real Garcilaso,,"1,574",Edgar Villamarín,,,Luis Seminario,Match Report,,Melgar
2015-05-17,13:30,Descentralizado,Torneo Apertura,Sun,Home,D,2,2,Sport Loreto,,"3,011",Luis Alberto Hernández,,,Michael Espinoza,Match Report,,Melgar
2015-05-19,20:00,Descentralizado,Torneo Apertura,Tue,Away,D,0,0,Universitario,,"4,807",Edgar Villamarín,,,Diego Haro,Match Report,,Melgar
2015-05-23,15:00,Descentralizado,Torneo Apertura,Sat,Home,D,0,0,Sporting Cristal,,"11,225",Edgar Villamarín,,,Miguel Santiváñez,Match Report,,Melgar
2015-07-05,13:30,Descentralizado,Torneo Apertura,Sun,Away,L,0,1,Unión Comercio,,448,Edgar Villamarín,,,Luis Garay Evia,Match Report,,Melgar
2015-07-12,13:30,Descentralizado,Torneo Apertura,Sun,Home,W,2,1,Alianza Atlético,,"1,298",Ysrael Zúñiga,,,Renzo Castañeda,Match Report,,Melgar
2015-07-15,15:30,Descentralizado,Torneo Apertura,Wed,Away,D,0,0,UTC,,"1,961",Ysrael Zúñiga,,,Manuel Garay,Match Report,,Melgar
2015-07-19,13:30,Descentralizado,Torneo Apertura,Sun,Home,W,1,0,Ayacucho,,"1,967",Patricio Álvarez,,,Michael Espinoza,Match Report,,Melgar
2015-07-26,11:15,Descentralizado,Torneo Apertura,Sun,Away,W,3,1,Cienciano,,"5,838",Edgar Villamarín,,,Manuel Garcia,Match Report,,Melgar
2015-08-01,18:00,Descentralizado,Torneo Apertura,Sat,Home,W,3,1,Alianza Lima,,"24,251",Ysrael Zúñiga,,,Luis Garay Evia,Match Report,,Melgar
2015-08-08,13:00,Descentralizado,Torneo Apertura,Sat,Away,D,1,1,Dep Municipal,,"7,933",Ysrael Zúñiga,,,Henry Gambetta,Match Report,,Melgar
2015-08-12,21:15,Sudamericana,First stage,Wed,Away,L,0,5,coJunior,,,,,,Fernando Falce,Match Report,Leg 1 of 2,Melgar
2015-08-16,11:00,Descentralizado,Torneo Apertura,Sun,Home,W,2,0,U César Vallejo,,"2,921",Ysrael Zúñiga,,,Manuel Garay,Match Report,,Melgar
2015-08-18,16:30,Sudamericana,First stage,Tue,Home,W,4,0,coJunior,,,,,,Patricio Polic,Match Report,Leg 2 of 2; Junior won,Melgar
2015-08-23,15:30,Descentralizado,Torneo Apertura,Sun,Away,W,3,2,Juan Aurich,,"1,702",Edgar Villamarín,,,Miguel Santiváñez,Match Report,,Melgar
2015-08-29,15:00,Descentralizado,Torneo Clausura,Sat,Away,L,0,1,USMP,,515,Edgar Villamarín,,,Jorge Panta,Match Report,,Melgar
2015-09-03,20:00,Descentralizado,Torneo Clausura,Thu,Home,W,5,0,León Huánuco,,"2,638",Ysrael Zúñiga,,,Iván Chang,Match Report,,Melgar
2015-09-11,15:30,Descentralizado,Torneo Clausura,Fri,Away,L,2,3,Sport Huancayo,,"1,418",Ysrael Zúñiga,,,Diego Haro,Match Report,,Melgar
2015-09-15,17:45,Descentralizado,Torneo Clausura,Tue,Home,W,2,0,Real Garcilaso,,"2,998",Ysrael Zúñiga,,,Henry Gambetta,Match Report,,Melgar
2015-09-19,17:45,Descentralizado,Torneo Clausura,Sat,Away,D,0,0,Sport Loreto,,"4,718",Ysrael Zúñiga,,,Luis Seminario,Match Report,,Melgar
2015-09-26,20:00,Descentralizado,Torneo Clausura,Sat,Home,W,2,0,Universitario,,"17,641",Ysrael Zúñiga,,,Miguel Santiváñez,Match Report,,Melgar
2015-10-04,13:30,Descentralizado,Torneo Clausura,Sun,Home,W,4,1,Unión Comercio,,"5,017",Ysrael Zúñiga,,,Manuel Garay,Match Report,,Melgar
2015-10-16,13:15,Descentralizado,Torneo Clausura,Fri,Away,D,0,0,Alianza Atlético,,"1,309",Ysrael Zúñiga,,,Víctor Carrillo,Match Report,,Melgar
2015-10-20,17:45,Descentralizado,Torneo Clausura,Tue,Home,W,1,0,UTC,,"5,318",Ysrael Zúñiga,,,Renzo Castañeda,Match Report,,Melgar
2015-10-24,12:30,Descentralizado,Torneo Clausura,Sat,Away,W,2,1,Ayacucho,,"1,460",Edgar Villamarín,,,Manuel Garay,Match Report,,Melgar
2015-10-28,18:45,Descentralizado,Torneo Clausura,Wed,Home,W,5,1,Cienciano,,"11,513",Ysrael Zúñiga,,,Henry Gambetta,Match Report,,Melgar
2015-11-04,20:00,Descentralizado,Torneo Clausura,Wed,Away,D,0,0,Alianza Lima,,"4,424",Ysrael Zúñiga,,,Michael Espinoza,Match Report,,Melgar
2015-11-07,20:00,Descentralizado,Torneo Clausura,Sat,Home,D,0,0,Dep Municipal,,"16,064",Ysrael Zúñiga,,,Víctor Carrillo,Match Report,,Melgar
2015-11-21,20:00,Descentralizado,Torneo Clausura,Sat,Away,L,0,1,U César Vallejo,,"1,667",Ysrael Zúñiga,,,Miguel Santiváñez,Match Report,,Melgar
2015-11-24,17:30,Descentralizado,Torneo Clausura,Tue,Away,D,2,2,Sporting Cristal,,"3,775",Ysrael Zúñiga,,,Manuel Garay,Match Report,,Melgar
2015-11-29,15:30,Descentralizado,Torneo Clausura,Sun,Home,W,4,1,Juan Aurich,,"24,187",Ysrael Zúñiga,,,Luis Seminario,Match Report,,Melgar
2015-12-02,19:30,Descentralizado,Clausura play-off,Wed,Home,D,1(4),1(2),Real Garcilaso,,"1,009",Daniel Ferreyra,,,Manuel Garay,Match Report,Melgar won on penalty kicks following extra time,Melgar
2015-12-06,13:00,Descentralizado,Semi-finals,Sun,Home,W,1,0,Real Garcilaso,,"31,806",Ysrael Zúñiga,,,Diego Haro,Match Report,Leg 1 of 2,Melgar
2015-12-09,15:30,Descentralizado,Semi-finals,Wed,Away,W,4,0,Real Garcilaso,,"12,350",Ysrael Zúñiga,,,Michael Espinoza,Match Report,Leg 2 of 2; Melgar won,Melgar
2015-12-13,15:30,Descentralizado,Finals,Sun,Away,D,2,2,Sporting Cristal,,"21,955",Daniel Ferreyra,,,Diego Haro,Match Report,Leg 1 of 2,Melgar
2015-12-16,15:30,Descentralizado,Finals,Wed,Home,W,3,2,Sporting Cristal,,"35,565",Ysrael Zúñiga,,,Luis Garay Evia,Match Report,Leg 2 of 2; Melgar won,Melgar
2015-05-02,15:00,Descentralizado,Torneo Apertura,Sat,Home,W,1,0,U César Vallejo,,"4,866",Aldo Olcese,,,Diego Haro,Match Report,,Deportivo Municipal
2015-05-06,17:45,Descentralizado,Torneo Apertura,Wed,Away,D,1,1,Juan Aurich,,"1,695",Aldo Olcese,,,Eduardo Chirinos,Match Report,,Deportivo Municipal
2015-05-09,15:00,Descentralizado,Torneo Apertura,Sat,Home,W,2,0,USMP,,"3,824",Aldo Olcese,,,Iván Chang,Match Report,,Deportivo Municipal
2015-05-12,15:30,Descentralizado,Torneo Apertura,Tue,Away,D,1,1,León Huánuco,,"1,390",Aldo Olcese,,,Joel Alarcón,Match Report,,Deportivo Municipal
2015-05-16,15:00,Descentralizado,Torneo Apertura,Sat,Home,D,3,3,Sport Huancayo,,"2,661",Aldo Olcese,,,Fernando Legario,Match Report,,Deportivo Municipal
2015-05-20,15:30,Descentralizado,Torneo Apertura,Wed,Away,L,0,1,Real Garcilaso,,"2,520",Masakatsu Sawa,,,Henry Gambetta,Match Report,,Deportivo Municipal
